,Tweeted Date,Tweet Description,Popularity Count
139,2021-05-20,"RT @niziu_moon: ˗ˋˏ 唐突のソンムル企画 ˎˊ˗
NiziU LINEスタンプ 🌈🧁💗
今コインなくて買えないんやけど☁️
って方〰︎.ᐟ
お姉さんがプレゼントしちゃう🥰(笑)

〜5/20 23:59
2名様

☑︎Follow
☑︎RT &amp; ♡ &amp; リプ…",0
140,2021-05-20,"RT @oricon: NiziU、公式LINEスタンプ全40種登場　ミイヒ「たくさん使ってほしいな」（写真 全2枚）
https://t.co/xcczVdodM8

 #NiziU #ニジュー #LINEスタンプ @NiziU__official",0
141,2021-05-20,"RT @NiziUzyohokyoku: 【LINEスタンプ登場】
公式のNiziU LINEスタンプが
販売開始しました✨

販売を記念してNiziU情報局から
3名の方にプレゼントいたします。

応募はこちらの投稿をRT、いいね👍
本日(5/20)の18:00〆切です。
当…",0
5,2021-05-21,NiziUスカウトの裏側？観なきゃなー♡#Take_a_picture #Poppin_Shakin #NiziU,0
10,2021-05-21,"@NiziU_92818 すうもさん！！
お誕生日おめでとうございます🎂❕",0
7,2021-05-21,NiziU OFFICIAL FANCLUB WithU MOBILE https://t.co/E2cYHzseyg #Take_a_picture #Poppin_Shakin #NiziU,0
106,2021-05-20,"@niziu_rikuchann フォローしたで！
やっぱり平日も絡めるよ！",0
38,2021-05-20,"@niziu_makorio ねえ、ちょっとハードル上がってない？🥺笑
じゃあ、さくちゃんはTake a pictureね？ww",0
104,2021-05-20,"RT @NiziUzyohokyoku: 【LINEスタンプ登場】
公式のNiziU LINEスタンプが
販売開始しました✨

販売を記念してNiziU情報局から
3名の方にプレゼントいたします。

応募はこちらの投稿をRT、いいね👍
本日(5/20)の18:00〆切です。
当…",0
67,2021-05-20,@kate_gakuto 待って、ヘルシーやん,0
65,2021-05-20,@ko_nmi3 こちらこそです🐣,0
64,2021-05-20,"RT @NiziU_Ayaka_HBD: 本日よりアヤカちゃんのお誕生日をお祝いするアイコンフレームを配布いたします🎂
WithUの皆でお揃いにしてお誕生日を盛り上げましょう🍕✨

下記のサイトより設定していただけます👍🏻
🔗https://t.co/NGoMFi3Re9…",0
62,2021-05-20,"はぁ〜〜〜NiziUのみんなのメンバーカラー語り永遠に見てられるな
最推しがライトグリーン好きだって理由で選んでたのがわかって一生推す………の気持ち",0
30,2021-05-20,"RT @oricon: NiziU、公式LINEスタンプ全40種登場　ミイヒ「たくさん使ってほしいな」（写真 全2枚）
https://t.co/xcczVdodM8

 #NiziU #ニジュー #LINEスタンプ @NiziU__official",0
59,2021-05-20,"#ニジューの日 
NiziU『Take a picture 』MV Making Movie https://t.co/QmVjACmOUJ @YouTubeより",0
58,2021-05-20,"udah nungguin kirain bakal ada update di #NiziU_Day 20:00, eh ga ada apa apa nih @NiziU__official , apa ntar ya jam 00:00? 😭😭😭",0
57,2021-05-20,"人生で初めてLINEのスタンプを買った☺️笑
初めてがNiziUのスタンプって最高🌈",0
54,2021-05-20,お！きてる！！！,0
32,2021-05-20,"take a pictureのメイキングきたー！

#NiziU
#WithU",0
33,2021-05-20,"NiziU『Take a picture 』MV Making Movie https://t.co/VsOiM2ueWI @YouTubeより

供給ｷﾀ━(ﾟ∀ﾟ)━!",0
51,2021-05-20,"RT @niziu_moon: ˗ˋˏ 唐突のソンムル企画 ˎˊ˗
NiziU LINEスタンプ 🌈🧁💗
今コインなくて買えないんやけど☁️
って方〰︎.ᐟ
お姉さんがプレゼントしちゃう🥰(笑)

〜5/20 23:59
2名様

☑︎Follow
☑︎RT &amp; ♡ &amp; リプ…",0
50,2021-05-20,"RT @switchMIIHI: YouTubeチャンネル登録者1000人突破&amp;NiziUスタンプ発売記念

LINEプリペイドカード1000円分×10名様にプレゼント🎁

【参加方法】
このアカウントのフォロー
このツイートをRT
リプライにて参加します！とコメント

以上3…",0
49,2021-05-20,@okazono_fenriru ありえない,0
48,2021-05-20,"RT @LINEStickerJP: NiziU🌈スタンプ
全40種はここからチェック👀
▶️https://t.co/c9IDe9H8uC

#NiziU #ニジュー #니쥬 #WithU https://t.co/flLuUxQJ4n",0
47,2021-05-20,"ファンタを飲んでキャンペーンに参加すると、ファンタとNiziUとのコラボアイテムがその場で当たるよ！あなたもキャンペーンに参加しよう！
詳しくはこちら：https://t.co/FcC9Z8ge8I",0
45,2021-05-20,"RT @LINEStickerJP: ／
NiziU🌈
公式LINEスタンプがついに初登場😘
＼

明るく元気な魅力がたっぷりつまった
9人のスタンプ、
たくさん愛してください💞

【限定コメントをチェック👀】
NiziUからみんなへのメッセージ💌
スタンプの撮影風景も特別公開…",0
43,2021-05-20,"NiziU OFFICIAL FANCLUB WithU MOBILE https://t.co/OD7qGHgFxf #Take_a_picture #Poppin_Shakin #NiziU
ゲームやってきたー",0
42,2021-05-20,"RT @ko_nmi3: はい！ブロックされました！！！

気をつけてほんまに！！！！！
#注意喚起

@tonusaranheyo https://t.co/l5g8iEFxQ8",0
37,2021-05-20,"総計20万名様に、NiziU特典やLINEポイントが当たる！
コークを飲んで、今すぐ応募しよう！ https://t.co/v0qRNOoN48",0
66,2021-05-20,"NiziU『Take a picture 』MV Making Movie https://t.co/RVOJJxOtDs via @YouTube

วดฟ",0
69,2021-05-20,NiziU『Take a picture 』MV Making Movie https://t.co/IIL3orzr95 @YouTubeより,0
17,2021-05-20,メイキング！！でもまだ白ニナが！！,0
70,2021-05-20,"https://t.co/TtkHSGAiWR

きましたきましたきましたきました

#Take_a_picture
#NiziU https://t.co/mNmXAJtH2D",0
101,2021-05-20,メイキング来てるぞ！,0
100,2021-05-20,Your icon is decorated by [NiziUアヤカ誕生日フレーム] #HappyAyakaDay #iconDecotter https://t.co/f2zLZPl57y,0
19,2021-05-20,ようつべか！！！！？,0
