,Tweeted Date,Tweet Description,Popularity Count
94,2021-05-12 19:23:45,"신유진
김지은
최유진
임효진
김영랑
손세른
정찬희
조슬기
임해삼
김성회
전윤혜
박소연
송송이
조재영
김호림
이가영
차원호
정지훈
정참
장민지
서현이이대진
HSINGLIJUNG
hold49710 https://t.co/7Px2gleEks",0
100,2021-05-12 14:20:58,"정지훈 : 아쉽게도 그렇게 쉬운이름을 지어주실 부모님이 아니였습니다... 저야말로 잘부탁드립니다 혜림누님~!
최혜림 : ...대한민국의 철수 어머님들이 울겠는데. 잘 부탁해, 지훈씨.
정지훈 : 아앗 그건… https://t.co/MrBAPF39tv",0
95,2021-05-12 15:56:27,"RT @cloudjjhph_: Watch Rain’s interview for Forbes Korea with English subtitles on their Youtube channel. 🤩

Link: https://t.co/vI3IKCnHuJ…",0
96,2021-05-12 15:56:08,"RT @cloudjjhph_: Rain x Kim Tae Hee ❤️

Bodyfriend TVCF Making film.
Full video: https://t.co/0him9GwqEX

#비 #rain #정지훈 #jungjihoon https:/…",0
97,2021-05-12 15:54:36,"RT @catcoco2011: [바디프랜드 TVCF+지면 메이킹] 💕독점공개!💕 비X태희 부부의 첫연기!부터 꽁냥케미! 바디프랜드에서만 볼 수 있다고요~ 
https://t.co/mdJArxoK4e

Rain ❤️ KimTaeHee 
#바디프랜드 #…",0
104,2021-05-12 12:37:40,"RT @cloudjjhph_: 📣 Rain's birthday is coming up in June! We're planning on doing an event for him as always. ❤️

Please message us for more…",0
98,2021-05-12 15:54:04,"RT @catcoco2011: 포브스 선정 '파워 셀러브리티' ‘나쁜 남자’아닌 ‘바쁜 남자’ #비 #Rain #깡주 
🔗 https://t.co/e4A6czkSbt
@29rain 
#Forbes
#ForbesKorea 
#포브스2021
#정지훈 #…",0
103,2021-05-12 12:37:47,"RT @ciipher_italia: [#현빈]{Hyunbin} Il fatto che vi stiate godendo ciò che vi ho preparato mi rende felice 😘😘 
Ve ne preparerò ancora, basta…",0
102,2021-05-12 13:15:41,"RT @cloudjjhph_: 📣 Rain's birthday is coming up in June! We're planning on doing an event for him as always. ❤️

Please message us for more…",0
0,2021-05-14 22:23:48,"김여름
이효선이미숙
정지훈
김은경
김상균
고현주
김경애
박정언
김성은
정우리
김영묵
권미현
최선미
김정민
김가연
금혜진
박지혜
이정임
김은옥
박은희
고을진
황고운
황유순
celebrate70252 https://t.co/Ve1NyhzpQ8",0
