,Tweeted Date,Tweet Description,Popularity Count
120,2021-05-06,RT @2seohomp4: 🎶 나로 바꾸자 https://t.co/OaqSA0w2PN,0
118,2021-05-07,"RT @dahyun_support: [DUBCHAENG MELODY PROJECT]

“나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG has surpassed 16million views on YouTube🥳

Co…",0
116,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
115,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
114,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
113,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
112,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
111,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
109,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
96,2021-05-07,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/pweByAZHBS

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
108,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
107,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
106,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
105,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
104,2021-05-07,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/i3T2RfpULy
 
#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
103,2021-05-07,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project

https://t.co/xoPR9nz4YB

#TWICE #트와이스 #DAHYUN #CHAEYOUNG #나로…",0
102,2021-05-07,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/pweByAZHBS

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
101,2021-05-07,"RT @boong_sm: #엔시티_23명_절대지켜
수만깅! 자꾸 그러면 
#에스엠_무한확장_절대반대
나로 바꾸자~ 나로 바꾸자아~ https://t.co/R4JUmxLPY5",0
100,2021-05-07,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/i3T2RfpULy
 
#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
71,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/27SS8eGnqQ

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
98,2021-05-07,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
97,2021-05-07,@nyong_taetae 나로바꾸자아아아아아아앙,0
72,2021-05-10,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/i3T2RfpULy
 
#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
63,2021-05-10,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
70,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project

https://t.co/F01IRh0FQz

#TWICE #트와이스 #DAHYUN #CHAEYOUNG #나로…",0
19,2021-05-13,ㅋㅋㅋㅋㅋㅋ웨이비전에서 나로 바꾸자 흥얼거리는것도 넘 귀엽고 웃겼어 ㅋㅋㅋㅋㅋ,0
32,2021-05-12,"“나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/a2m9aVxCiU @YouTubeより

一生聴ける",0
31,2021-05-12,나로 바꾸자 다현 채영 버전 음원 내주세요 부탁드립니다 제발 제발,0
30,2021-05-12,나로바꾸자 아아아아,0
29,2021-05-12,“나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/6eGA7cmAnc via @YouTube,0
28,2021-05-12,RT @namuticaba: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/6eGA7cmAnc via @YouTube,0
27,2021-05-12,RT @namuticaba: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/6eGA7cmAnc via @YouTube,0
25,2021-05-12,RT @ciShengWeiNi: @jueying2020 호일도에게 경도되었을때 가문의 복수같은 거 틈왕의 보물 같은거 포기하고 장백산채를 떠나야 했다. 도와 검을 바꾸자고 했을때 싫다고 했어야. 내가 자기꿈에 나타난걸 보니 죽어도 잊지못할거란 신소리…,0
24,2021-05-12,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/i3T2RfpULy
 
#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
23,2021-05-12,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project

https://t.co/xoPR9nz4YB

#TWICE #트와이스 #DAHYUN #CHAEYOUNG #나로…",0
22,2021-05-12,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/pweByAZHBS

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
20,2021-05-13,나로 바꾸자 pls,0
17,2021-05-13,"RT @jypcharts: .@followjyp on MelOn Daily Chart (210512)

69. When We Disco (Duet with SUNMI) — 112,017 ULs [+1]
376. Switch to me 나로 바꾸자 (…",0
35,2021-05-12,RT @only4woo: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/w0ReTOUCZX,0
16,2021-05-13,"RT @jypcharts: .@followjyp on MelOn Daily Chart (210512)

69. When We Disco (Duet with SUNMI) — 112,017 ULs [+1]
376. Switch to me 나로 바꾸자 (…",0
15,2021-05-13,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
12,2021-05-13,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/pweByAZHBS

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
10,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
9,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
8,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
7,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
6,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
5,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
3,2021-05-13,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
2,2021-05-13,RT @__Moo_12: 나로 바꾸자 https://t.co/jYouBTMj89,0
33,2021-05-12,"RT @jypcharts: .@followjyp on MelOn Daily Chart (210511)

70. When We Disco (Duet with SUNMI) — 108,635 ULs [+1]
383. Switch to me 나로 바꾸자 (…",0
36,2021-05-12,“나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/w0ReTOUCZX,0
69,2021-05-10,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/R89FObZ7t2

#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
54,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/pweByAZHBS

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
68,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project

https://t.co/xoPR9nz4YB

#TWICE #트와이스 #DAHYUN #CHAEYOUNG #나로…",0
66,2021-05-10,"RT @jypcharts: .@followjyp on MelOn Daily Chart (210509)

69. When We Disco (Duet with SUNMI) — 100,595 ULs [-1]
396. Switch to me 나로 바꾸자 (…",0
65,2021-05-10,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
64,2021-05-10,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
