,Tweeted Date,Tweet Description,Popularity Count
3,2021-05-21,RT @rachasgf: “JYP PABO” SPEAK YOUR SHIT SKZ https://t.co/hfkSmVmqIU,0
36,2021-05-19,RT @Kkapok_s: ร้องเพราะนะแต่จะร้องเทคนิคJYP เพื่ออะไรพี่ไม่เข้าใจเลิกแกล้งได้แล้ว https://t.co/ZTymvT1wGX,0
38,2021-05-19,"RT @hobiprincex_: Me da risa que los multis estén decepcionados porque con el teaser no sacaron más canción, ¿que pasa puppys? Ya se acostu…",0
79,2021-05-19,"RT @beomdazed: the big three of kpop is no longer sm jyp and yg it’s actually the three aces of kpop jungkook, yeonjun, and heeseung they a…",0
69,2021-05-19,"RT @NANAMI051585: カムバ予定のTaste of LOVEが無冠の可能性が高いです(&gt;&lt;)
JYPファミリー同士協力しませんか？
 私達ONCEもお互い協力し合いたいです🍭
 ツイートして頂けると光栄です。
 #2PM  #DAY6 
#TWICE #ONCEと…",0
63,2021-05-19,RT @yunasuperior: yuna absolutely eating up a cutesy concept... jyp take notes https://t.co/4iyzI6K5l4,0
64,2021-05-19,RT @error404getout: @6GoToDaBiN เข้าไปดูทวิตแล้ว toxic มากค่ะ รับบทวงใน1 นางด่า1 นางวิจารณ์1 เล่าเหมือนเป็นผีบ้านผีเรือนอยู่JYP เอกการเดา,0
65,2021-05-19,RT @NayeonIsBae3: Goddess. #twice #twicenayeon #nayeon #imnayeon #jyp #jypentertainment #once #kpop #twiceedit #underarm #armpit #underarms…,0
66,2021-05-19,"RT @JYPTHAILAND: [📞🧡] #SHOPEEXITZY_GUESSWHO
อิทจีฝากข้อความมาถึงไทยมิดจีด้วยค่ะ💌
มาลุ้นสิทธิ์วิดีโอคอลกับ ITZY กันนะคะ🧡

รายละเอียด 👉 https…",0
67,2021-05-19,"RT @beomdazed: the big three of kpop is no longer sm jyp and yg it’s actually the three aces of kpop jungkook, yeonjun, and heeseung they a…",0
68,2021-05-19,"@strykkt okay naman mare,, miss wag ka na raw sad sbi ni jyp oppar",0
70,2021-05-19,"CLICK THE LINK IN MY BIO OR JYP😲 WILL COME IN YOUR DREAM TONIGHT TO DATE YOU 🗿🗿🗿🗿🗿🗿

CLICK THE FVCKING LINK 💛💛💛",0
39,2021-05-19,"RT @JYPTHAILAND: [ทีเซอร์] เด็กหนุ่มที่ JYP &amp; PSY (a.k.a JYPSY) ตกหลุมรักปรากฏตัว! เปิดตัว＜JYPSY's BOY＞

ที่มา : LOUD
https://t.co/0QXiNGqG…",0
71,2021-05-19,RT @dohkyungstan: jinyoung was jealous that jyp was gonna get to listen and critique jaebeom's songs so he demanded to be given the same op…,0
72,2021-05-19,"RT @so_whaat_uwu: Nic tak nie łączy wszystkich kpop stanów jak nienawiść do SM, YG i JYP, nawet Kropelka nie ma takiej mocy",0
73,2021-05-19,"RT @bblpntn: [ซับไทย]​ ตัวอย่างรายการ LOUD (라우드)

ออดิชั่นมือโปร JYP &amp;​ มือใหม่ PSY
การโปรดิวซ์บอยกรุ๊ปวงใหม่ 2 วงเพื่อเดบิวต์เป็นตัวแทนของ…",0
74,2021-05-19,"RT @follow_2PM: [O2]
#Over_2PM

준호의 밸런스 게임 (EN/JP/TH)
https://t.co/D1UAzHgZfW

#O2 #오투
#2PM #투피엠
#JUNHO #준호 https://t.co/sxeyUSiSJ4",0
76,2021-05-19,RT @kimlip_t: aespa - next level https://t.co/vdEQAVRmeN,0
78,2021-05-19,so for my music subject we were supposed to make a video abt east asian culture and i passed a video of me playing superstar jyp 😌😌😌,0
60,2021-05-19,RT @Kkapok_s: ร้องเพราะนะแต่จะร้องเทคนิคJYP เพื่ออะไรพี่ไม่เข้าใจเลิกแกล้งได้แล้ว https://t.co/ZTymvT1wGX,0
